,ID,PA,PB,PC,PD,PE,PF,PG
5245,PR45246,1153696768,1238573,2288532,2011270,2429647,1017972,1231011
5246,PR45247,1154132608,1239045,2289404,2012037,2430583,1018361,1231481
5247,PR45248,1154568576,1239517,2290277,2012804,2431518,1018749,1231950
5248,PR45249,1155004672,1239990,2291150,2013571,2432454,1019137,1232420
5249,PR45250,1155440768,1240462,2292023,2014338,2433389,1019525,1232889
5250,PR45251,1155876992,1240935,2292896,2015105,2434325,1019914,1233359
5251,PR45252,1156313216,1241408,2293769,2015873,2435261,1020302,1233829
5252,PR45253,1156749568,1241880,2294642,2016641,2436198,1020691,1234299
5253,PR45254,1157186048,1242353,2295516,2017408,2437134,1021079,1234769
5254,PR45255,1157622528,1242826,2296390,2018176,2438071,1021468,1235239
5255,PR45256,1158059136,1243299,2297264,2018944,2439008,1021857,1235709
5256,PR45257,1158495744,1243772,2298138,2019713,2439945,1022246,1236179
5257,PR45258,1158932480,1244245,2299012,2020481,2440882,1022635,1236649
5258,PR45259,1159369344,1244719,2299886,2021249,2441819,1023024,1237120
5259,PR45260,1159806208,1245192,2300761,2022018,2442757,1023413,1237590
5260,PR45261,1160243200,1245666,2301636,2022787,2443694,1023802,1238061
5261,PR45262,1160680192,1246139,2302511,2023556,2444632,1024191,1238531
5262,PR45263,1161117312,1246613,2303386,2024325,2445570,1024580,1239002
5263,PR45264,1161554560,1247086,2304261,2025094,2446508,1024970,1239473
5264,PR45265,1161991808,1247560,2305136,2025864,2447447,1025359,1239944
5265,PR45266,1162429184,1248034,2306012,2026633,2448385,1025749,1240415
5266,PR45267,1162866688,1248508,2306888,2027403,2449324,1026138,1240886
5267,PR45268,1163304192,1248982,2307764,2028173,2450263,1026528,1241357
5268,PR45269,1163741824,1249456,2308640,2028943,2451202,1026918,1241828
5269,PR45270,1164179584,1249931,2309516,2029713,2452141,1027307,1242300
5270,PR45271,1164617344,1250405,2310392,2030483,2453081,1027697,1242771
5271,PR45272,1165055232,1250880,2311269,2031253,2454021,1028087,1243243
5272,PR45273,1165493248,1251354,2312146,2032024,2454961,1028477,1243714
5273,PR45274,1165931264,1251829,2313023,2032795,2455901,1028867,1244186
5274,PR45275,1166369408,1252303,2313900,2033566,2456841,1029258,1244658
5275,PR45276,1166807680,1252778,2314777,2034337,2457781,1029648,1245130
5276,PR45277,1167245952,1253253,2315654,2035108,2458722,1030038,1245602
5277,PR45278,1167684352,1253728,2316532,2035879,2459663,1030429,1246074
5278,PR45279,1168122880,1254203,2317410,2036650,2460604,1030819,1246546
5279,PR45280,1168561408,1254678,2318288,2037422,2461545,1031210,1247018
5280,PR45281,1169000064,1255154,2319166,2038194,2462486,1031600,1247491
5281,PR45282,1169438848,1255629,2320044,2038966,2463428,1031991,1247963
5282,PR45283,1169877632,1256105,2320922,2039738,2464370,1032382,1248436
5283,PR45284,1170316544,1256580,2321801,2040510,2465312,1032772,1248908
5284,PR45285,1170755584,1257056,2322680,2041282,2466254,1033163,1249381
5285,PR45286,1171194752,1257531,2323559,2042055,2467196,1033554,1249854
5286,PR45287,1171633920,1258007,2324438,2042827,2468138,1033945,1250327
5287,PR45288,1172073216,1258483,2325317,2043600,2469081,1034337,1250800
5288,PR45289,1172512640,1258959,2326196,2044373,2470024,1034728,1251273
5289,PR45290,1172952064,1259435,2327076,2045146,2470967,1035119,1251746
5290,PR45291,1173391616,1259911,2327956,2045919,2471910,1035510,1252219
5291,PR45292,1173831296,1260388,2328836,2046693,2472854,1035902,1252693
5292,PR45293,1174270976,1260864,2329716,2047466,2473798,1036293,1253166
5293,PR45294,1174710784,1261340,2330596,2048240,2474741,1036685,1253640
5294,PR45295,1175150720,1261817,2331476,2049013,2475685,1037077,1254113
5295,PR45296,1175590656,1262293,2332357,2049787,2476630,1037468,1254587
5296,PR45297,1176030720,1262770,2333238,2050561,2477574,1037860,1255061
5297,PR45298,1176470784,1263247,2334119,2051336,2478518,1038252,1255535
5298,PR45299,1176910976,1263724,2335000,2052110,2479463,1038644,1256009
5299,PR45300,1177351296,1264201,2335881,2052885,2480408,1039036,1256483
5300,PR45301,1177791616,1264678,2336762,2053659,2481353,1039428,1256957
5301,PR45302,1178232064,1265155,2337644,2054434,2482298,1039820,1257431
5302,PR45303,1178672640,1265632,2338526,2055209,2483243,1040213,1257905
5303,PR45304,1179113216,1266110,2339408,2055984,2484189,1040605,1258380
5304,PR45305,1179553920,1266587,2340290,2056759,2485135,1040997,1258854
5305,PR45306,1179994752,1267064,2341172,2057535,2486080,1041390,1259329
5306,PR45307,1180435584,1267542,2342054,2058310,2487026,1041782,1259803
5307,PR45308,1180876544,1268020,2342937,2059086,2487973,1042175,1260278
5308,PR45309,1181317504,1268498,2343820,2059862,2488919,1042568,1260753
5309,PR45310,1181758592,1268975,2344703,2060638,2489865,1042960,1261228
5310,PR45311,1182199808,1269453,2345586,2061414,2490812,1043353,1261703
5311,PR45312,1182641024,1269931,2346469,2062190,2491759,1043746,1262178
5312,PR45313,1183082368,1270410,2347352,2062966,2492706,1044139,1262653
5313,PR45314,1183523840,1270888,2348236,2063743,2493653,1044532,1263129
5314,PR45315,1183965312,1271366,2349120,2064520,2494600,1044925,1263604
5315,PR45316,1184406912,1271845,2350004,2065297,2495548,1045318,1264080
5316,PR45317,1184848512,1272323,2350888,2066074,2496496,1045712,1264555
5317,PR45318,1185290240,1272802,2351772,2066851,2497443,1046105,1265031
5318,PR45319,1185732096,1273280,2352656,2067628,2498391,1046499,1265507
5319,PR45320,1186173952,1273759,2353541,2068405,2499340,1046892,1265983
5320,PR45321,1186615936,1274238,2354426,2069183,2500288,1047286,1266459
5321,PR45322,1187058048,1274717,2355311,2069961,2501236,1047679,1266935
5322,PR45323,1187500160,1275196,2356196,2070739,2502185,1048073,1267411
5323,PR45324,1187942400,1275675,2357081,2071517,2503134,1048467,1267887
5324,PR45325,1188384768,1276154,2357966,2072295,2504083,1048861,1268363
5325,PR45326,1188827136,1276634,2358852,2073073,2505032,1049255,1268840
5326,PR45327,1189269632,1277113,2359738,2073851,2505982,1049649,1269316
5327,PR45328,1189712128,1277592,2360624,2074630,2506931,1050043,1269793
5328,PR45329,1190154752,1278072,2361510,2075409,2507881,1050437,1270269
5329,PR45330,1190597504,1278552,2362396,2076188,2508831,1050831,1270746
5330,PR45331,1191040256,1279031,2363282,2076967,2509781,1051226,1271223
5331,PR45332,1191483136,1279511,2364169,2077746,2510731,1051620,1271700
5332,PR45333,1191926144,1279991,2365056,2078525,2511682,1052014,1272177
5333,PR45334,1192369152,1280471,2365943,2079305,2512632,1052409,1272654
5334,PR45335,1192812288,1280951,2366830,2080084,2513583,1052804,1273131
5335,PR45336,1193255552,1281432,2367717,2080864,2514534,1053198,1273608
5336,PR45337,1193698816,1281912,2368604,2081644,2515485,1053593,1274086
5337,PR45338,1194142208,1282392,2369492,2082424,2516436,1053988,1274563
5338,PR45339,1194585728,1282873,2370380,2083204,2517388,1054383,1275041
5339,PR45340,1195029248,1283353,2371268,2083985,2518340,1054778,1275518
5340,PR45341,1195472896,1283834,2372156,2084765,2519291,1055173,1275996
5341,PR45342,1195916672,1284315,2373044,2085546,2520243,1055568,1276474
5342,PR45343,1196360448,1284796,2373932,2086326,2521196,1055963,1276952
5343,PR45344,1196804352,1285277,2374821,2087107,2522148,1056358,1277430
5344,PR45345,1197248256,1285758,2375710,2087888,2523100,1056754,1277908
5345,PR45346,1197692288,1286239,2376599,2088670,2524053,1057149,1278386
5346,PR45347,1198136448,1286720,2377488,2089451,2525006,1057545,1278864
5347,PR45348,1198580608,1287201,2378377,2090233,2525959,1057940,1279343
5348,PR45349,1199024896,1287683,2379266,2091014,2526912,1058336,1279821
5349,PR45350,1199469312,1288164,2380156,2091796,2527865,1058732,1280300
5350,PR45351,1199913728,1288646,2381046,2092578,2528819,1059127,1280778
5351,PR45352,1200358272,1289127,2381936,2093360,2529773,1059523,1281257
5352,PR45353,1200802944,1289609,2382826,2094142,2530726,1059919,1281736
5353,PR45354,1201247616,1290091,2383716,2094925,2531680,1060315,1282215
5354,PR45355,1201692416,1290573,2384606,2095707,2532635,1060711,1282694
5355,PR45356,1202137344,1291055,2385497,2096490,2533589,1061108,1283173
5356,PR45357,1202582272,1291537,2386388,2097273,2534543,1061504,1283652
5357,PR45358,1203027328,1292019,2387279,2098056,2535498,1061900,1284131
5358,PR45359,1203472512,1292501,2388170,2098839,2536453,1062297,1284611
5359,PR45360,1203917696,1292984,2389061,2099622,2537408,1062693,1285090
5360,PR45361,1204363008,1293466,2389952,2100406,2538363,1063090,1285570
5361,PR45362,1204808448,1293949,2390844,2101189,2539318,1063486,1286049
5362,PR45363,1205253888,1294431,2391736,2101973,2540274,1063883,1286529
5363,PR45364,1205699456,1294914,2392628,2102757,2541230,1064280,1287009
5364,PR45365,1206145024,1295397,2393520,2103541,2542185,1064676,1287489
5365,PR45366,1206590720,1295880,2394412,2104325,2543141,1065073,1287969
5366,PR45367,1207036544,1296363,2395304,2105109,2544098,1065470,1288449
5367,PR45368,1207482368,1296846,2396197,2105894,2545054,1065867,1288929
5368,PR45369,1207928320,1297329,2397090,2106678,2546010,1066264,1289409
5369,PR45370,1208374272,1297812,2397983,2107463,2546967,1066662,1289889
5370,PR45371,1208820352,1298296,2398876,2108248,2547924,1067059,1290370
5371,PR45372,1209266560,1298779,2399769,2109033,2548881,1067456,1290850
5372,PR45373,1209712768,1299263,2400662,2109818,2549838,1067854,1291331
5373,PR45374,1210159104,1299746,2401556,2110604,2550795,1068251,1291811
5374,PR45375,1210605568,1300230,2402450,2111389,2551753,1068649,1292292
5375,PR45376,1211052032,1300714,2403344,2112175,2552711,1069046,1292773
5376,PR45377,1211498624,1301198,2404238,2112960,2553668,1069444,1293254
5377,PR45378,1211945216,1301682,2405132,2113746,2554626,1069842,1293735
5378,PR45379,1212391936,1302166,2406026,2114532,2555585,1070240,1294216
5379,PR45380,1212838784,1302650,2406921,2115319,2556543,1070638,1294697
5380,PR45381,1213285632,1303134,2407816,2116105,2557501,1071036,1295179
5381,PR45382,1213732608,1303619,2408711,2116891,2558460,1071434,1295660
5382,PR45383,1214179712,1304103,2409606,2117678,2559419,1071832,1296142
5383,PR45384,1214626816,1304588,2410501,2118465,2560378,1072230,1296623
5384,PR45385,1215074048,1305072,2411396,2119252,2561337,1072629,1297105
5385,PR45386,1215521280,1305557,2412292,2120039,2562296,1073027,1297587
5386,PR45387,1215968640,1306042,2413188,2120826,2563256,1073426,1298068
5387,PR45388,1216416128,1306527,2414084,2121613,2564216,1073824,1298550
5388,PR45389,1216863616,1307012,2414980,2122401,2565175,1074223,1299032
5389,PR45390,1217311232,1307497,2415876,2123189,2566135,1074621,1299514
5390,PR45391,1217758848,1307982,2416772,2123976,2567096,1075020,1299997
5391,PR45392,1218206592,1308467,2417669,2124764,2568056,1075419,1300479
5392,PR45393,1218654464,1308952,2418566,2125552,2569016,1075818,1300961
5393,PR45394,1219102336,1309438,2419463,2126341,2569977,1076217,1301444
5394,PR45395,1219550336,1309923,2420360,2127129,2570938,1076616,1301926
5395,PR45396,1219998464,1310409,2421257,2127918,2571899,1077015,1302409
5396,PR45397,1220446592,1310895,2422154,2128706,2572860,1077414,1302892
5397,PR45398,1220894848,1311380,2423052,2129495,2573822,1077813,1303375
5398,PR45399,1221343104,1311866,2423950,2130284,2574783,1078213,1303857
5399,PR45400,1221791488,1312352,2424848,2131073,2575745,1078612,1304340
5400,PR45401,1222240000,1312838,2425746,2131862,2576707,1079012,1304824
5401,PR45402,1222688512,1313324,2426644,2132652,2577669,1079411,1305307
5402,PR45403,1223137152,1313811,2427542,2133441,2578631,1079811,1305790
5403,PR45404,1223585792,1314297,2428441,2134231,2579594,1080211,1306273
5404,PR45405,1224034560,1314783,2429340,2135021,2580556,1080610,1306757
5405,PR45406,1224483456,1315270,2430239,2135811,2581519,1081010,1307240
5406,PR45407,1224932352,1315757,2431138,2136601,2582482,1081410,1307724
5407,PR45408,1225381376,1316243,2432037,2137391,2583445,1081810,1308208
5408,PR45409,1225830400,1316730,2432936,2138182,2584409,1082210,1308691
5409,PR45410,1226279552,1317217,2433836,2138972,2585372,1082611,1309175
5410,PR45411,1226728832,1317704,2434736,2139763,2586336,1083011,1309659
5411,PR45412,1227178112,1318191,2435636,2140554,2587300,1083411,1310143
5412,PR45413,1227627520,1318678,2436536,2141345,2588264,1083811,1310628
5413,PR45414,1228077056,1319165,2437436,2142136,2589229,1084212,1311112
5414,PR45415,1228526592,1319653,2438336,2142927,2590193,1084612,1311596
5415,PR45416,1228976256,1320140,2439237,2143719,2591158,1085013,1312081
5416,PR45417,1229426048,1320628,2440138,2144510,2592123,1085414,1312565
5417,PR45418,1229875840,1321115,2441039,2145302,2593088,1085814,1313050
5418,PR45419,1230325760,1321603,2441940,2146094,2594053,1086215,1313534
5419,PR45420,1230775808,1322091,2442841,2146886,2595018,1086616,1314019
5420,PR45421,1231225856,1322578,2443742,2147678,2595984,1087017,1314504
5421,PR45422,1231676032,1323066,2444644,2148471,2596950,1087418,1314989
5422,PR45423,1232126336,1323554,2445546,2149263,2597916,1087819,1315474
5423,PR45424,1232576640,1324043,2446448,2150056,2598882,1088221,1315959
5424,PR45425,1233027072,1324531,2447350,2150849,2599848,1088622,1316445
5425,PR45426,1233477632,1325019,2448252,2151642,2600814,1089023,1316930
5426,PR45427,1233928192,1325507,2449154,2152435,2601781,1089425,1317415
5427,PR45428,1234378880,1325996,2450057,2153228,2602747,1089826,1317901
5428,PR45429,1234829696,1326485,2450960,2154021,2603714,1090228,1318386
5429,PR45430,1235280512,1326973,2451863,2154815,2604681,1090629,1318872
5430,PR45431,1235731456,1327462,2452766,2155608,2605649,1091031,1319358
5431,PR45432,1236182528,1327951,2453669,2156402,2606616,1091433,1319844
5432,PR45433,1236633600,1328440,2454572,2157196,2607584,1091835,1320330
5433,PR45434,1237084800,1328929,2455476,2157990,2608551,1092237,1320816
5434,PR45435,1237536128,1329418,2456380,2158784,2609519,1092639,1321302
5435,PR45436,1237987456,1329907,2457284,2159579,2610487,1093041,1321788
5436,PR45437,1238438912,1330396,2458188,2160373,2611456,1093443,1322275
5437,PR45438,1238890496,1330886,2459092,2161168,2612424,1093845,1322761
5438,PR45439,1239342080,1331375,2459996,2161963,2613393,1094247,1323247
5439,PR45440,1239793792,1331865,2460901,2162758,2614361,1094650,1323734
5440,PR45441,1240245632,1332355,2461805,2163553,2615330,1095052,1324221
5441,PR45442,1240697472,1332844,2462710,2164348,2616299,1095455,1324707
5442,PR45443,1241149440,1333334,2463615,2165144,2617268,1095857,1325194
5443,PR45444,1241601536,1333824,2464520,2165939,2618238,1096260,1325681
5444,PR45445,1242053632,1334314,2465426,2166735,2619207,1096663,1326168
5445,PR45446,1242505856,1334804,2466331,2167531,2620177,1097066,1326655
5446,PR45447,1242958208,1335294,2467237,2168327,2621147,1097469,1327143
5447,PR45448,1243410560,1335785,2468143,2169123,2622117,1097872,1327630
5448,PR45449,1243863040,1336275,2469049,2169919,2623087,1098275,1328117
5449,PR45450,1244315648,1336766,2469955,2170716,2624058,1098678,1328605
5450,PR45451,1244768256,1337256,2470861,2171512,2625028,1099081,1329092
5451,PR45452,1245220992,1337747,2471768,2172309,2625999,1099484,1329580
5452,PR45453,1245673856,1338237,2472674,2173106,2626970,1099888,1330068
5453,PR45454,1246126720,1338728,2473581,2173903,2627941,1100291,1330556
5454,PR45455,1246579712,1339219,2474488,2174700,2628912,1100694,1331044
5455,PR45456,1247032832,1339710,2475395,2175497,2629884,1101098,1331532
5456,PR45457,1247485952,1340201,2476303,2176295,2630855,1101502,1332020
5457,PR45458,1247939200,1340693,2477210,2177092,2631827,1101905,1332508
5458,PR45459,1248392448,1341184,2478118,2177890,2632799,1102309,1332996
5459,PR45460,1248845824,1341675,2479026,2178688,2633771,1102713,1333485
5460,PR45461,1249299328,1342167,2479934,2179486,2634743,1103117,1333973
5461,PR45462,1249752832,1342658,2480842,2180284,2635716,1103521,1334462
5462,PR45463,1250206464,1343150,2481750,2181082,2636688,1103925,1334950
5463,PR45464,1250660224,1343642,2482659,2181881,2637661,1104329,1335439
5464,PR45465,1251113984,1344133,2483567,2182679,2638634,1104733,1335928
5465,PR45466,1251567872,1344625,2484476,2183478,2639607,1105138,1336417
5466,PR45467,1252021888,1345117,2485385,2184277,2640580,1105542,1336906
5467,PR45468,1252475904,1345609,2486294,2185076,2641554,1105947,1337395
5468,PR45469,1252930048,1346102,2487204,2185875,2642527,1106351,1337884
5469,PR45470,1253384192,1346594,2488113,2186675,2643501,1106756,1338373
5470,PR45471,1253838464,1347086,2489023,2187474,2644475,1107160,1338863
5471,PR45472,1254292864,1347579,2489933,2188274,2645449,1107565,1339352
5472,PR45473,1254747264,1348071,2490843,2189074,2646423,1107970,1339842
5473,PR45474,1255201792,1348564,2491753,2189874,2647398,1108375,1340331
5474,PR45475,1255656448,1349057,2492663,2190674,2648372,1108780,1340821
5475,PR45476,1256111104,1349549,2493574,2191474,2649347,1109185,1341311
5476,PR45477,1256565888,1350042,2494484,2192274,2650322,1109590,1341801
5477,PR45478,1257020800,1350535,2495395,2193075,2651297,1109995,1342291
5478,PR45479,1257475712,1351028,2496306,2193875,2652273,1110400,1342781
5479,PR45480,1257930752,1351521,2497217,2194676,2653248,1110806,1343271
5480,PR45481,1258385920,1352015,2498129,2195477,2654224,1111211,1343761
5481,PR45482,1258841088,1352508,2499040,2196278,2655200,1111617,1344251
5482,PR45483,1259296384,1353002,2499952,2197079,2656176,1112022,1344742
5483,PR45484,1259751808,1353495,2500864,2197881,2657152,1112428,1345232
5484,PR45485,1260207232,1353989,2501776,2198682,2658128,1112834,1345723
5485,PR45486,1260662784,1354482,2502688,2199484,2659105,1113239,1346214
5486,PR45487,1261118464,1354976,2503600,2200286,2660081,1113645,1346704
5487,PR45488,1261574144,1355470,2504513,2201088,2661058,1114051,1347195
5488,PR45489,1262029952,1355964,2505425,2201890,2662035,1114457,1347686
